Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_8074_Name,aVpZ,g关卡_Stage_A.csv,557,Stage,Name,,漆黑之链Ⅰ,พันธนาอนธการ I
Stage_8074_Desc,aVpY,g关卡_Stage_A.csv,557,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7796_Name,aUYf,g关卡_Stage_A.csv,558,Stage,Name,,漆黑之链Ⅱ,พันธนาอนธการ II
Stage_7796_Desc,aUYe,g关卡_Stage_A.csv,558,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7652_Name,aUBt,g关卡_Stage_A.csv,559,Stage,Name,,漆黑之链Ⅲ,พันธนาอนธการ III
Stage_7652_Desc,aUBs,g关卡_Stage_A.csv,559,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_8139_Name,aVtJ,g关卡_Stage_A.csv,560,Stage,Name,,漆黑之链Ⅳ,พันธนาอนธการ IV
Stage_8139_Desc,aVtI,g关卡_Stage_A.csv,560,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_7978_Name,aVkD,g关卡_Stage_A.csv,561,Stage,Name,,漆黑之链Ⅴ,พันธนาอนธการ V
Stage_7978_Desc,aVkC,g关卡_Stage_A.csv,561,Stage,Desc,,蠕动着、流淌着……原生质的肿泡正从枷锁的缝隙中溜走。\n这是她为「自由」付出的代价。,"เลื้อยคลาน ไหลซึม... เนื้อเยื่อบวมพองกำลังหลุดรอดออกจากรอยร้าวของเครื่องพันธนาการ\nนี่คือราคาที่เธอต้องจ่ายเพื่อแลกกับ ""อิสรภาพ"""
Stage_8072_Name,aVpT,g关卡_Stage_A.csv,562,Stage,Name,,界外之影Ⅰ,เงาทมิฬจากแดนไกล I
Stage_8072_Desc,aVpS,g关卡_Stage_A.csv,562,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7968_Name,aVjT,g关卡_Stage_A.csv,563,Stage,Name,,界外之影Ⅰ,เงาทมิฬจากแดนไกล I
Stage_7968_Desc,aVjS,g关卡_Stage_A.csv,563,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7752_Name,aUVD,g关卡_Stage_A.csv,564,Stage,Name,,界外之影Ⅱ,เงาทมิฬจากแดนไกล II
Stage_7752_Desc,aUVC,g关卡_Stage_A.csv,564,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7648_Name,aUBh,g关卡_Stage_A.csv,565,Stage,Name,,界外之影Ⅲ,เงาทมิฬจากแดนไกล III
Stage_7648_Desc,aUBg,g关卡_Stage_A.csv,565,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7861_Name,aVdy,g关卡_Stage_A.csv,566,Stage,Name,,界外之影Ⅳ,เงาทมิฬจากแดนไกล IV
Stage_7861_Desc,aVdx,g关卡_Stage_A.csv,566,Stage,Desc,,它一刻不停地追逐那些打破规则的僭越者。\n至于何为「规则」，何为「打破」？\n猎犬从不思考——那只会阻碍它奔袭的速度。,"มันไล่ล่าผู้ละเมิดที่ฝ่าฝืนกฎอย่างไม่หยุดหย่อน\nแต่อะไรคือ ""กฎ"" อะไรคือ ""ฝ่าฝืน"" ?\nสุนัขล่าเนื้อไม่เคยคิด—การครุ่นคิดรังแต่จะขัดขวางความเร็วในการไล่ล่าของมันเท่านั้น"
Stage_7745_Name,aUVi,g关卡_Stage_A.csv,567,Stage,Name,,虔诚之握Ⅰ,อ้อมกอดแห่งศรัทธา I
Stage_7745_Desc,aUVh,g关卡_Stage_A.csv,567,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7969_Name,aVjW,g关卡_Stage_A.csv,568,Stage,Name,,虔诚之握Ⅰ,อ้อมกอดแห่งศรัทธา I
Stage_7969_Desc,aVjV,g关卡_Stage_A.csv,568,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7870_Name,aVdZ,g关卡_Stage_A.csv,569,Stage,Name,,虔诚之握Ⅱ,อ้อมกอดแห่งศรัทธา I
Stage_7870_Desc,aVdY,g关卡_Stage_A.csv,569,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_7636_Name,aUzE,g关卡_Stage_A.csv,570,Stage,Name,,虔诚之握Ⅲ,อ้อมกอดแห่งศรัทธา II
Stage_7636_Desc,aUzD,g关卡_Stage_A.csv,570,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_8098_Name,aVrt,g关卡_Stage_A.csv,571,Stage,Name,,虔诚之握Ⅳ,อ้อมกอดแห่งศรัทธา III
Stage_8098_Desc,aVrs,g关卡_Stage_A.csv,571,Stage,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。,นางโอบรับสิ่งศักดิ์สิทธิ์ไว้ในร่างของตน ชี้นำผู้ศรัทธาด้วยคำสอน แพร่กระจายความเชื่อด้วยเขี้ยวพิษ
Stage_36132_Name,aSft,g关卡_Stage_A.csv,572,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36132_Desc,aSfs,g关卡_Stage_A.csv,572,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36130_Name,aSfn,g关卡_Stage_A.csv,573,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36130_Desc,aSfm,g关卡_Stage_A.csv,573,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36131_Name,aSfq,g关卡_Stage_A.csv,574,Stage,Name,,圣胎之咏Ⅰ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ I
Stage_36131_Desc,aSfp,g关卡_Stage_A.csv,574,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
