Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
AvgDialog_18909_Content_11,afxF,avg章1新_AvgDialog_C_M.csv,140,AvgDialog,Content,莎拉,"真不愧是艾什勋爵家的少爷，这么早就能承担重大的责任。
济贫院里有不少和他差不多大的孩子，能帮忙盛粥擦地就不错了……","As expected of Lord Ashe's young heir, taking on such significant responsibilities at such a young age.\nIn the workhouse, we have children around his age merely capable of serving porridge..."
AvgDialog_18909_Content_14,afxI,avg章1新_AvgDialog_C_M.csv,143,AvgDialog,Content,拉蒙娜,"因此，我们会在东区进行一批实地考察，通过长期资助来掌握当地情况。
莉莉安济贫院是我们的第一站，也希望院长能对我们坦诚相待……","Hence our longitudinal field study in the East District.\nLilian Workhouse serves as our initial research site, where we expect full transparency from the matron..."
AvgDialog_18909_Content_17,afxL,avg章1新_AvgDialog_C_M.csv,146,AvgDialog,Content,莎拉,"居然还有这种事！那个保、保安，肯定不是我们济贫院的人。
我们这儿又没有什么值得偷啊抢啊的，请保安做什么呢？","I can't believe it! That guard, h-he definitely isn't from our workhouse.\nWe don't have anything worth stealing, so why hire security?"
AvgDialog_18909_Content_33,afyd,avg章1新_AvgDialog_C_M.csv,162,AvgDialog,Content,,"说罢，莎拉引着你们，朝着济贫院内走去。
在你们的身后，工人安静地排成两列，似是护卫，又仿佛看守。","Having said that, Sarah leads you into the workhouse.\nBehind you, the workers quietly formed two lines, flanking you like wardens... Or jail guards."
AvgDialog_18909_Content_37,afyh,avg章1新_AvgDialog_C_M.csv,166,AvgDialog,Content,,"静悄悄的走廊里，镶嵌了金属铭牌的门缓缓打开。
一只老鼠从门缝间溜出来，它左右看看，朝走廊的阴影吱吱叫了两声。","In the silent corridor, a door with a metal nameplate slowly opened.\nA mouse slips through the crack, glances around, and squeaks twice into the shadows."
AvgDialog_18909_Content_44,afyp,avg章1新_AvgDialog_C_M.csv,173,AvgDialog,Content,詹金,"让我看看这臭女人都藏了什么秘密。
戒指，项链……这都是金的吧？","Let's see what that witch's hiding.\nRings, necklaces... Are these all gold?"
AvgDialog_18909_Content_46,afyr,avg章1新_AvgDialog_C_M.csv,175,AvgDialog,Content,詹金,"钥匙，好，看来出入其他地方也省事了。
真得谢谢那什么<Yellow:“自助人”>，我们可以自助调查济贫院了。","Key, perfect. Now we can get in and out of other places easy.\nWe should really thank that <Yellow:""sponsor"">; now we can investigate this place proper."
AvgDialog_18909_Content_49,afyu,avg章1新_AvgDialog_C_M.csv,178,AvgDialog,Content,詹金,"咦……这是……账本？
麦克，男，5岁，10雷欧坊；戴安娜，女，23岁，5雷欧坊……","Huh... This is... a ledger?\nMac, male, 5 years old, 10 Florins; Diana, female, 23 years old, 5 Florins..."
AvgDialog_18909_Content_59,afyF,avg章1新_AvgDialog_C_M.csv,188,AvgDialog,Content,詹金,"学生证？<Blue:肖恩……安德森>……
这上面的符号，是不是跟早上那个冤大头金毛皮夹上的一样？",Student ID? <Blue:Sean... Anderson>...\nAren't these the same marks on that dandy boy's fancy wallet?
AvgDialog_18909_Content_61,afyI,avg章1新_AvgDialog_C_M.csv,190,AvgDialog,Content,詹金,"别急，布朗。
我必须冷静……冷静……","Shhh, Brown.\nStay cool... gotta keep my head straight..."
AvgDialog_18909_Content_68,afyP,avg章1新_AvgDialog_C_M.csv,197,AvgDialog,Content,詹金,"黑漆漆的，什么都没有。
我们要无功而返了，布朗。","Pitch black and empty as a politician's promise.\nWe're leaving with nothing, Brown."
AvgDialog_18909_Content_73,afyV,avg章1新_AvgDialog_C_M.csv,202,AvgDialog,Content,,"詹金撬开两枚钉子，掀起木板。
木板下是一个25英寸见方的铁质盖板。",Jenkin pries off a few nails and lifts the plank.\nUnderneath lies a 25-inch square iron cover.
AvgDialog_18909_Content_75,afyX,avg章1新_AvgDialog_C_M.csv,204,AvgDialog,Content,詹金,"该死，全都打不开。
这女人还藏了其他钥匙？",None of these work!\nDid she hide another key somewhere?
AvgDialog_18909_Content_82,afzf,avg章1新_AvgDialog_C_M.csv,211,AvgDialog,Content,詹金,"没办法了，布朗。
如果那个臭女人还在济贫院里养了幽灵，光凭我们可打不过她。","That's it, Brown.\nWe can't handle her alone if she got a ghost in her pocket."
AvgDialog_18891_Content_11,afku,avg章1新_AvgDialog_C_M.csv,228,AvgDialog,Content,詹金,"记住啦，要是那个什么资助人对我们不利，你就去报信儿。
那臭女人一定会让艾继丝去<Yellow:病疯子>那边帮忙，你带她过来就好。","Remember—if the sponsor's no good, you run and bring Aigis.\nShe's definitely sent to the <Yellow:Sick Madmen> by that wench."
AvgDialog_18891_Content_17,afkA,avg章1新_AvgDialog_C_M.csv,234,AvgDialog,Content,詹金,别以为我看不出来，你才是说了算的那个。毕竟，这里面装的可不是少爷证书。,"Think I can't tell? You're the boss. After all, there's no ""young master certificate"" in that purse of yours."
AvgDialog_18891_Content_23,afkH,avg章1新_AvgDialog_C_M.csv,240,AvgDialog,Content,詹金,"太没礼貌了，小金毛。
你们弥萨格大学的人都是这么欺负流落街头的小女孩的吗？","That's rude, blondie.\nIs this how Mythag boys treat girls from the streets?"
AvgDialog_18891_Content_32,afkR,avg章1新_AvgDialog_C_M.csv,249,AvgDialog,Content,拉蒙娜,"你应该是来调查济贫院附近的<Yellow:失踪案>的吧？
我们也是，帮你一起调查不过是举手之劳。","You're investigating the <Yellow:workhouse disappearances>, yes?\nOur objectives align. Mutual cooperation would prove beneficial."
AvgDialog_18891_Content_39,afkY,avg章1新_AvgDialog_C_M.csv,256,AvgDialog,Content,拉蒙娜,"这，加上附近最近频发的失踪案，共同导向一个猜想：
你的亲人或者朋友失踪了，而你怀疑他们的失踪与济贫院有关。","This pattern, combined with recent disappearances, suggests one conclusion:\nSomeone you care about has vanished, and you suspect workhouse involvement."
AvgDialog_18891_Content_42,aflc,avg章1新_AvgDialog_C_M.csv,259,AvgDialog,Content,拉蒙娜,"算上你借用奥吉尔钱包的那会儿，你一共和我们说了十六句话。
加上对现实的观察，这些话已经足够分析、推理出你的生平了。","Including the wallet incident, we've documented sixteen interactions.\nCombined with field observations, this provides sufficient data for comprehensive profiling."
AvgDialog_18891_Content_50,afll,avg章1新_AvgDialog_C_M.csv,267,AvgDialog,Content,詹金,"正好济贫院请了医生，她就顺道过来检查。
前段时间，她说要来接受治疗，然后再也没有回家。","Some charity doctor came by.\nNext thing I knew, she said she's getting treatment and then disappeared."
AvgDialog_18891_Content_65,aflB,avg章1新_AvgDialog_C_M.csv,282,AvgDialog,Content,詹金,"我知道，这么长时间了，你们肯定觉得没希望了。
但我觉得姐姐肯定还活着……街头孩子的直觉很准的。",I know it's been long enough to lose hope.\nBut we street kids have instincts. I KNOW she's still alive out there.
AvgDialog_18891_Content_68,aflE,avg章1新_AvgDialog_C_M.csv,285,AvgDialog,Content,,"拉蒙娜没有接话。
你在她略显忧郁的注视下，回忆起朵尔在课堂上讲述的内容。","Ramona remains silent.\nUnder her melancholic gaze, you recall the content Doll narrated in class:"
AvgDialog_18907_Content_3,afvJ,avg章1新_AvgDialog_C_M.csv,289,AvgDialog,Content,,"从窗外望去，就能看见艾继丝的奔忙身影。
她抱着铁盆，匆匆忙忙地将满是脏污的绷带从病床边端去脏衣堆。","Through the window, you see Aigis bustling about.\nShe carries a metal basin, hurriedly moving soiled bandages from the bedside to a pile of dirty laundry."
AvgDialog_18907_Content_5,afvR,avg章1新_AvgDialog_C_M.csv,291,AvgDialog,Content,,"似乎是听见了某人的呼唤，她放下铁盆，躬下腰凑在床边。
从你们的角度，已经看不见她的小小身影，只有细声细气的话语传来。","She seems to hear someone's call. She puts down the basin, bends over, and leans by the bedside.\nFrom your angle, only her soft voice remains audible."
AvgDialog_18907_Content_7,afvT,avg章1新_AvgDialog_C_M.csv,293,AvgDialog,Content,艾继丝,"别这么说，您的病一定会好起来的。
那时候，我们就能去德莱尔公园玩，再一起喂鸽子了。",Don't say that. You will definitely get better.\nThen we can go to Drell Park and feed the pigeons together.
AvgDialog_18907_Content_8,afvU,avg章1新_AvgDialog_C_M.csv,294,AvgDialog,Content,,"“砰”地一下，詹金推开了小屋的门。
艾继丝吓了一跳，慌乱地差点把水洒到病人身上。","""Bang!"" Jenkin pushes open the cabin door.\nAigis startles, almost spilling water on the patient in her panic."
AvgDialog_18907_Content_17,afvv,avg章1新_AvgDialog_C_M.csv,303,AvgDialog,Content,拉蒙娜,"艾继丝，这次视察会决定我们是否对莉莉安济贫院提供经济资助。
你应该能明白，没有资助人愿意让自己的钱流入骗子手中。","Aigis, this inspection will determine whether we will provide financial support.\nSurely you understand that no patron wants their money wasted on fraud."
AvgDialog_18907_Content_31,afvL,avg章1新_AvgDialog_C_M.csv,317,AvgDialog,Content,悠远的声音,"看吧，他们能“看见”。
把一切都告诉他们，他们是最后的转机。","See, they can ""see.""\nTell them everything. They are our last hope."
AvgDialog_18881_Content_2,afiq,avg章1新_AvgDialog_C_M.csv,325,AvgDialog,Content,,"这时你才看清楚，冲出来的是个头发凌乱的男人。
他光着脚，穿着济贫院的衣服，手腕和脚腕上有明显捆绑过的痕迹。","You focus on him:\na disheveled man, barefoot, in charity clothes, his wrists and ankles marked by bindings."
AvgDialog_18881_Content_3,afir,avg章1新_AvgDialog_C_M.csv,326,AvgDialog,Content,,"几个似乎是护工的人追在他身后，试图将他拉开。
男人丝毫不为所动，他向后仰头，然后猛地将头砸在冷硬的墙面上。","A few attendants chase after him, trying to pull him away.\nThe man remains unfazed. He leans back and slams his head into the cold, hard wall."
AvgDialog_18881_Content_7,afiv,avg章1新_AvgDialog_C_M.csv,330,AvgDialog,Content,,"血液飞溅，在墙面上和地上留下了深色的斑点。
你向前迈出一步准备帮忙，男人却突然停下动作。","Blood splatters, leaving dark spots on the walls and floor.\nYou step forward to help, but the man suddenly stops moving."
AvgDialog_18890_Content_2,afka,avg章1新_AvgDialog_C_M.csv,335,AvgDialog,Content,,"奥吉尔迅速上前，在拉蒙娜的帮助下用布条捆住了他的手脚。
男人仍不住挣扎扭动着，敞开的衣襟间露出了一道古怪的伤痕。","Ogier quickly steps forward and, with Ramona's help, binds his hands and feet with cloth strips.\nThe man continues struggling, exposing a peculiar scar through his open collar."
AvgDialog_18890_Content_6,afko,avg章1新_AvgDialog_C_M.csv,339,AvgDialog,Content,莎拉,"艾继丝！不是说了不准让资助人到医护区来吗？
要是资助人在我们这里出了什么意外，以后谁还……",Aigis! Didn't I say no sponsors are allowed in the ward?\nWho would sponsor us if something happens to...
AvgDialog_18890_Content_8,afkq,avg章1新_AvgDialog_C_M.csv,341,AvgDialog,Content,,"你循着声音回头望去，发现身后不知何时站了两个人。
其中一个你认得：那是奥吉尔曾经撞上的白衣女人。",You turn toward the sound and find two people behind you.\nOne you recognize: the woman in white whom Ogier once encountered.
AvgDialog_18890_Content_9,afkr,avg章1新_AvgDialog_C_M.csv,342,AvgDialog,Content,莎拉,"罗杰斯先生，菲尔费克斯医生！
抱歉，您在休息区吃些茶点等我就好，我料理完这边就去招待您……","Mr. Rogers, Dr. Fairfax!\nI'm sorry, please have some refreshments in the lounge while you wait. I'll come and greet you once I'm done here."
AvgDialog_18890_Content_10,afjQ,avg章1新_AvgDialog_C_M.csv,343,AvgDialog,Content,罗杰斯,"我对这里已经很熟、熟悉了，莎拉小姐，不用那么劳烦的。
比起那个，小艾、艾继丝怎么哭得这样伤心？是有谁欺负她了吗？","I'm n-not a stranger to this place, Miss Sarah. You don't have to.\nBy the way, why is Little Aigis crying so sadly? Did someone bully her?"
AvgDialog_18890_Content_12,afjS,avg章1新_AvgDialog_C_M.csv,345,AvgDialog,Content,,"在院长略带急促的眼神下，艾继丝猛地把话吞回了肚子里。
她对着所有人鞠了一躬，最后看了你们一眼，小小的身影消失在了门后。","The pressure of the matron's gaze makes Aigis swallow her words.\nShe bows to everyone, looks at you, then disappears behind the door."
AvgDialog_18890_Content_17,afjX,avg章1新_AvgDialog_C_M.csv,350,AvgDialog,Content,,"他腾出一只手与你轻轻一握。
掌心相触的瞬间，一股强烈的晕眩感朝你袭来。","He frees one hand to gently shake yours.\nThe instant your palms touch, intense dizziness washes over you."
AvgDialog_18890_Content_27,afki,avg章1新_AvgDialog_C_M.csv,360,AvgDialog,Content,玩家,"啊，抱歉，可能是昨晚没休息好，有点走神。幸会，罗杰斯先生。
鄙姓艾什，这我的弟弟奥吉尔和管家玛丽。这是詹金……","Um, beg your pardon, I was distracted. Nice to meet you, Mr. Rogers.\nI am Ashe. This is my younger brother Ogier and our housekeeper Mary. This is Jenkin..."
