Key,ShortKey,Source,Row,Module,Field,Role,CN,JP,,,,,,,,,,,,,,
AvgDialog_60107_Content_101,anKA,avg章8_AvgDialog_C_M.csv,108,AvgDialog,Content,于丽埃特八章,真正重要的，只有今天——二十年后的今天。,本当に重要なのは今日——\n20年もの時を経た、今日この日だけなのです。,,,,,,,,,,,,,,
AvgDialog_60107_Content_102,anKB,avg章8_AvgDialog_C_M.csv,109,AvgDialog,Content,于丽埃特八章,能和你这样的合作者一同见证这重要的时刻，是一件让人愉悦的事情。,あなたのような協力者とこの瞬間を迎えられるのは、この上ない喜びです。,,,,,,,,,,,,,,
AvgDialog_60107_Content_103,anKC,avg章8_AvgDialog_C_M.csv,110,AvgDialog,Content,哈姆林,我们的目的一致。这场演出，并非是献给你我。,互いの目的が一致しているだけです。この舞台は、あなたやわたくしのために用意されたものではありません。,,,,,,,,,,,,,,
AvgDialog_60107_Content_104,anKD,avg章8_AvgDialog_C_M.csv,111,AvgDialog,Content,哈姆林,为了再次听到那位伟大存在所带来的乐声，所有的付出，都微不足道。,あの大いなる存在がもたらす調べを再び耳にするためならば、これまでの犠牲など些事でしかありません。,,,,,,,,,,,,,,
AvgDialog_60107_Content_105,anKE,avg章8_AvgDialog_C_M.csv,112,AvgDialog,Content,,转身，立定。年轻的指挥家抬起双手，向空荡荡的剧院、向剧院外无人知晓的星河深处致礼。,彼は振り返り、姿勢を正す。若き指揮者は両手を広げ、空の客席と、そして劇場の外に広がる人知れぬ星の海の深淵に向け、一礼した。,,,,,,,,,,,,,,
AvgDialog_60107_Content_106,anKF,avg章8_AvgDialog_C_M.csv,113,AvgDialog,Content,哈姆林,一切都已就绪，准备动身吧，于丽埃特女士。,万事、手筈通りです。\n旅立ちの準備を、ジュリエット嬢。,,,,,,,,,,,,,,
AvgDialog_60107_Content_107,anKG,avg章8_AvgDialog_C_M.csv,114,AvgDialog,Content,哈姆林,真正的演出，就要开始了。,本当の演奏は、ここから始まるのです。,,,,,,,,,,,,,,
AvgDialog_60209_Content_1,anOF,avg章8_AvgDialog_C_M.csv,116,AvgDialog,Content,,校规,校則,,,,,,,,,,,,,,
AvgDialog_60209_Content_2,anOQ,avg章8_AvgDialog_C_M.csv,117,AvgDialog,Content,玩家,来自世界之外的灾难？老师，我不太明白……,世界の外からやってきた災厄？\n先生、よくわかりません……,,,,,,,,,,,,,,
AvgDialog_60209_Content_3,anPb,avg章8_AvgDialog_C_M.csv,118,AvgDialog,Content,,你望着桌上那截母树的残骸。从沙漠回来以后，它便躺在阿利斯泰尔的桌上，像是一则丑陋的寓言。,あなたは机の上に置かれた母樹の遺骸を見る。砂漠から持ち帰って以来、それは醜悪な寓話のように、アリステアの机に横たわっていた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_4,anPm,avg章8_AvgDialog_C_M.csv,119,AvgDialog,Content,,阿利斯泰尔久久没有回话。他面对着窗外空旷的黑池，似乎有某些对立的观念正在他脑中挣扎。,アリステアは長く黙したまま、窓の外に広がる空虚な昏き海を見つめていた。さまざまな思考が彼の中でせめぎ合っているのだろう。,,,,,,,,,,,,,,
AvgDialog_60209_Content_5,anPx,avg章8_AvgDialog_C_M.csv,120,AvgDialog,Content,阿利斯泰尔彩色,你和三大质体的代行者都已经接触过。我想，有一些事情，是时候告诉你了。,あなたはすでに、三大神子の代行者たちと接触しています。\nそろそろ、いくつかの事実を伝えるべき時が来たようですね。,,,,,,,,,,,,,,
AvgDialog_60209_Content_6,anPA,avg章8_AvgDialog_C_M.csv,121,AvgDialog,Content,,看到阿利斯泰尔的眼神，你熟练地走上前去，扶住阿利斯泰尔的轮椅，将他推到桌边。,アリステアの視線に気づいたあなたは、慣れた様子で車椅子を押し、彼を机の近くまで運んだ。,,,,,,,,,,,,,,
AvgDialog_60209_Content_7,anPB,avg章8_AvgDialog_C_M.csv,122,AvgDialog,Content,阿利斯泰尔彩色,对三质体，你现在了解多少？,三大神子について、どの程度理解していますか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_8,anPC,avg章8_AvgDialog_C_M.csv,123,AvgDialog,Content,玩家,不少了。我知道祂们分别掌控着智识、欲望与欢愉的权柄，拥有我们无从想象的强大力量，是这个宇宙中最为强大的神明……,それなりに。それぞれ知識、欲望、歓喜の権能を司り、想像を絶する強大な力を持ち、宇宙で最も力ある神々だということくらいは……,,,,,,,,,,,,,,
AvgDialog_60209_Content_9,anPD,avg章8_AvgDialog_C_M.csv,124,AvgDialog,Content,阿利斯泰尔彩色,不，%player%，在三大质体之上，还有一位至高的……,いえ、%player%。三大神子の上には、さらに至高の存在が……,,,,,,,,,,,,,,
AvgDialog_60209_Content_10,anOG,avg章8_AvgDialog_C_M.csv,125,AvgDialog,Content,阿利斯泰尔彩色,咳……咳咳……,ゲホッ……ゴホゴホッ……,,,,,,,,,,,,,,
AvgDialog_60209_Content_11,anOH,avg章8_AvgDialog_C_M.csv,126,AvgDialog,Content,玩家,老师！,先生！,,,,,,,,,,,,,,
AvgDialog_60209_Content_12,anOI,avg章8_AvgDialog_C_M.csv,127,AvgDialog,Content,,轮椅一阵颤抖。你上前扶住阿利斯泰尔。,車椅子が小刻みに震える。\nあなたはすぐさま歩み寄り、アリステアの背中を支えた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_13,anOJ,avg章8_AvgDialog_C_M.csv,128,AvgDialog,Content,,简单的一句话，似乎耗光了他的精神，让他原本就残缺的身体变得更加孱弱。,短い言葉を口にしただけだというのに、彼の精神はひどく削り取られたようだ。不自由なその体が、今はさらに脆く、弱々しく映る。,,,,,,,,,,,,,,
AvgDialog_60209_Content_14,anOK,avg章8_AvgDialog_C_M.csv,129,AvgDialog,Content,玩家,老师，这些事情……您是怎么知道的？,先生、そんなこと……どうして知っているんですか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_15,anOL,avg章8_AvgDialog_C_M.csv,130,AvgDialog,Content,,阿利斯泰尔转动轮椅来到窗边。你跟随他的目光，一同望向黑池中的那道光点。,アリステアは車椅子を動かして、窓辺へと向かう。\nあなたは彼の視線を追い、昏き海の中に浮かぶ光を、共に見つめた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_16,anOM,avg章8_AvgDialog_C_M.csv,131,AvgDialog,Content,阿利斯泰尔彩色,智之质体向塔薇传授了许多知识。那些知识并未记载于任何书面上，仅仅是用文字记载下来，便会招致无尽的灾祸。,知識の神子は、タヴィに多くの知識を授けました。\nそれらが書物に記されることは、決してありません。\nあれは文字に綴るだけでも、桁外れの災厄を招くものですから。,,,,,,,,,,,,,,
AvgDialog_60209_Content_17,anON,avg章8_AvgDialog_C_M.csv,132,AvgDialog,Content,阿利斯泰尔彩色,留在黑池的，是一具沉睡的空壳。祂的意识并不在此处，或者说，不在这个维度、这个时间……,昏き海に残されたのは、眠りに就いた空の器です。その意識はここになく……おそらくこの次元、この時間には存在しないのでしょう……,,,,,,,,,,,,,,
AvgDialog_60209_Content_18,anOO,avg章8_AvgDialog_C_M.csv,133,AvgDialog,Content,阿利斯泰尔彩色,在祂清醒的时候，祂将这些知识……咳咳……告知于我。,彼女が目覚めていたときに、これらの知識を……ゴホッ……\n私に、授けてくれたのです。,,,,,,,,,,,,,,
AvgDialog_60209_Content_19,anOP,avg章8_AvgDialog_C_M.csv,134,AvgDialog,Content,玩家,塔薇不在这个维度……祂是在躲避什么吗？,タヴィはこの次元にいない……何かから逃げているんでしょうか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_20,anOR,avg章8_AvgDialog_C_M.csv,135,AvgDialog,Content,玩家,泰旖丝也曾告诉我，祂在逃离一场“最终的危机”……,タイスも言っていました。\nタヴィは「終わりの危機」から逃げていると……,,,,,,,,,,,,,,
AvgDialog_60209_Content_21,anOS,avg章8_AvgDialog_C_M.csv,136,AvgDialog,Content,,灾难与至高存在有关？,災厄は、至高の存在と関わりがある？,,,,,,,,,,,,,,
AvgDialog_60209_Content_22,anOT,avg章8_AvgDialog_C_M.csv,137,AvgDialog,Content,玩家,能让两个质体的代行者都感到如此畏惧的，莫非这就是您刚才说的，来自这个世界之外的灾难？,どちらの神子の代行者も、ひどく恐れています……もしかして、それが先ほど言っていた、この世界の理の外から訪れる災厄なんですか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_23,anOU,avg章8_AvgDialog_C_M.csv,138,AvgDialog,Content,玩家,这场灾难，和那个至高的存在有关？,その災厄は、例の至高の存在に関係しているんですか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_24,anOV,avg章8_AvgDialog_C_M.csv,139,AvgDialog,Content,,阿利斯泰尔赞许地望着你，微笑着点点头。,アリステアは感心したようにこちらを見つめ、微笑みを湛えて深く頷いた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_25,anOW,avg章8_AvgDialog_C_M.csv,140,AvgDialog,Content,阿利斯泰尔彩色,你很敏锐，%player%，这很好。,鋭いですね、%player%。素晴らしい。,,,,,,,,,,,,,,
AvgDialog_60209_Content_26,anOX,avg章8_AvgDialog_C_M.csv,141,AvgDialog,Content,阿利斯泰尔彩色,敏锐，是一个守密人珍贵的品质。,その鋭さは、守秘者にとって貴重な資質です。,,,,,,,,,,,,,,
AvgDialog_60209_Content_27,anOY,avg章8_AvgDialog_C_M.csv,142,AvgDialog,Content,阿利斯泰尔彩色,你说的没错。他们在畏惧。,あなたの言う通りです。\n彼らは畏怖しています。,,,,,,,,,,,,,,
AvgDialog_60209_Content_28,anOZ,avg章8_AvgDialog_C_M.csv,143,AvgDialog,Content,,阿利斯泰尔坐直了身子，脸上的神情变得严肃起来。,アリステアは姿勢を正す。その表情には、険しさが混じっていた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_29,anPa,avg章8_AvgDialog_C_M.csv,144,AvgDialog,Content,阿利斯泰尔彩色,那位至高的存在，塔薇将祂称为，无上意志……,かの至高の存在を、タヴィは「至高の意志」と呼んでいました……,,,,,,,,,,,,,,
AvgDialog_60209_Content_30,anPc,avg章8_AvgDialog_C_M.csv,145,AvgDialog,Content,阿利斯泰尔彩色,祂是无数宇宙中唯一的主宰。三大质体从祂身上诞生。祂创造一切，掌控一切，毁灭一切。,その存在は、数多の宇宙における唯一の主宰。三大神子も、その内から生じたのです。彼は万物を創り、万物を統べ、万物を破壊する。,,,,,,,,,,,,,,
AvgDialog_60209_Content_31,anPd,avg章8_AvgDialog_C_M.csv,146,AvgDialog,Content,阿利斯泰尔彩色,祂，即是所有灾厄的来源。,その存在こそが、あらゆる災厄の根源なのです。,,,,,,,,,,,,,,
AvgDialog_60209_Content_32,anPe,avg章8_AvgDialog_C_M.csv,147,AvgDialog,Content,玩家,所有灾厄的来源……您是说……！,あらゆる災厄の根源……それは、まさか……！,,,,,,,,,,,,,,
AvgDialog_60209_Content_33,anPf,avg章8_AvgDialog_C_M.csv,148,AvgDialog,Content,阿利斯泰尔彩色,没错。那个我们一直想要了解，想要战胜的东西——融蚀。,ええ。\n我々が常に研究し、打ち勝とうと挑んできたもの——融蝕です。,,,,,,,,,,,,,,
AvgDialog_60209_Content_34,anPg,avg章8_AvgDialog_C_M.csv,149,AvgDialog,Content,玩家,融蚀和那个无上意志之间，究竟是什么关系？,融蝕とその至高の意志の間に、一体どんな関係があるんですか？,,,,,,,,,,,,,,
AvgDialog_60209_Content_35,anPh,avg章8_AvgDialog_C_M.csv,150,AvgDialog,Content,阿利斯泰尔彩色,塔薇并未告知于我。或许，智之质体向祂隐藏了一些什么。,タヴィは教えてくれませんでした。\nおそらく知識の神子が、隠しているのでしょう。,,,,,,,,,,,,,,
AvgDialog_60209_Content_36,anPi,avg章8_AvgDialog_C_M.csv,151,AvgDialog,Content,阿利斯泰尔彩色,我们有一个猜想，那位无上意志与……,私たちは、ある仮説を立てました。その至高の意志と……,,,,,,,,,,,,,,
AvgDialog_60209_Content_37,anPj,avg章8_AvgDialog_C_M.csv,152,AvgDialog,Content,,阿利斯泰尔盯着你。忽然，他的眉头紧紧皱了起来。,アリステアはあなたをじっと見つめる。\nが、ふいにその眉がきつく寄せられた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_38,anPk,avg章8_AvgDialog_C_M.csv,153,AvgDialog,Content,玩家,老师？,先生？,,,,,,,,,,,,,,
AvgDialog_60209_Content_39,anPl,avg章8_AvgDialog_C_M.csv,154,AvgDialog,Content,阿利斯泰尔彩色,一种强烈的预感，就像阿库特爆炸的那一天。极度不祥的预感……,強烈な予感がします。アクートが爆発したあの日と同じような……\nこの上なく不吉な予感が……,,,,,,,,,,,,,,
AvgDialog_60209_Content_40,anPn,avg章8_AvgDialog_C_M.csv,155,AvgDialog,Content,阿利斯泰尔彩色,做好准备吧，%player%。或许，很快就会有大事发生了。,%player%、備えを万全に。\n間もなく、重大な出来事が起こるでしょう。,,,,,,,,,,,,,,
AvgDialog_60209_Content_41,anPo,avg章8_AvgDialog_C_M.csv,156,AvgDialog,Content,阿利斯泰尔彩色,一件我们从未想象过的，让所有人都为之恐惧和痛苦的事……,私たちが想像だにしなかった、あらゆる人々が恐怖と苦痛に苛まれる出来事が……,,,,,,,,,,,,,,
AvgDialog_60209_Content_42,anPp,avg章8_AvgDialog_C_M.csv,157,AvgDialog,Content,,咚咚咚——,ドンドンドン——,,,,,,,,,,,,,,
AvgDialog_60209_Content_43,anPq,avg章8_AvgDialog_C_M.csv,158,AvgDialog,Content,,没等阿利斯泰尔的话说完，地下研究室外响起一阵紧迫的敲门声。,アリステアの言葉が終わるより先に、地下研究室の扉を激しく叩く音が響いた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_44,anPr,avg章8_AvgDialog_C_M.csv,159,AvgDialog,Content,,阿利斯泰尔皱着眉头思考着。你一脸疑惑地打开门。,アリステアは眉をしかめ、思考に耽っている。\nあなたは戸惑いながらも、扉を開けた。,,,,,,,,,,,,,,
AvgDialog_60209_Content_45,anPs,avg章8_AvgDialog_C_M.csv,160,AvgDialog,Content,汉娜,出……出事了！,た……大変だよ！,,,,,,,,,,,,,,
AvgDialog_60209_Content_46,anPt,avg章8_AvgDialog_C_M.csv,161,AvgDialog,Content,玩家,汉娜？你怎么到这个地方来的？,ハンナ？\nどうしてこんなところに？,,,,,,,,,,,,,,
AvgDialog_60209_Content_47,anPu,avg章8_AvgDialog_C_M.csv,162,AvgDialog,Content,玩家,这里靠近黑池，非常危险，只有拥有特别通行证的人才能……,ここは昏き海に近くて、すごく危険な場所なんだよ。\n特別な通行証がないと、入れないはずなのに……,,,,,,,,,,,,,,
AvgDialog_60209_Content_48,anPv,avg章8_AvgDialog_C_M.csv,163,AvgDialog,Content,,没等你说完，汉娜一把拉起你，向地下研究室外跑去。,あなたが言い終わらないうちに、ハンナはあなたの手を掴み、地下研究室の外に向かって走り出した。,,,,,,,,,,,,,,
AvgDialog_60209_Content_49,anPw,avg章8_AvgDialog_C_M.csv,164,AvgDialog,Content,玩家,喂！汉娜，到底……,ちょっと！ハンナ、一体……,,,,,,,,,,,,,,
AvgDialog_60209_Content_50,anPy,avg章8_AvgDialog_C_M.csv,165,AvgDialog,Content,汉娜,审查会……审查会入侵学校！,審査会……審査会が、学校に侵入したんだ！,,,,,,,,,,,,,,
AvgDialog_60209_Content_51,anPz,avg章8_AvgDialog_C_M.csv,166,AvgDialog,Content,玩家,！！！,！！！,,,,,,,,,,,,,,
AvgDialog_60202_Content_1,anMA,avg章8_AvgDialog_C_M.csv,167,AvgDialog,Content,玩家,非法研究？接管弥萨格……,違法な研究？\n大学を乗っ取るつもりなの！？,,,,,,,,,,,,,,
AvgDialog_60202_Content_2,anMD,avg章8_AvgDialog_C_M.csv,168,AvgDialog,Content,汉娜,没错……审查会的人就是这么说的！,うん……審査会の連中は、そう言ってる！,,,,,,,,,,,,,,
